ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Units Available,Price,Price (English),Flooring Type,Covered Area,Project Name,sqft Price ,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Type of Property,City,bedroom,floors,Luxury Flat,Carpet Area Unit,isPrimeLocationProperty,Property,isLuxuryServiceProvided,Property Lifespan,balconies,NRI Pref,Land Area / Covered Area,Land Area Unit
8030,Ready to Move,NA,2,N,NA,NA,1300000,13 Lac,Vitrified,450,Sai Park,2889,NA,Thane West,NA,Sq-ft,Freehold,Unfurnished,1,1 Open,North - East,"Garden/Park, Main Road",Resale,Apartment,Thane,1,4,F,NA,N,1 BHK Flat,0,New Construction,1,NA,NA,NA
8029,Ready to Move,Dec '22,22,Y,Pridedream Realtors,NA,20000000,2 Cr,NA,10892,Giriraj Dreams,1836,746,Naupada,NA,Sq-ft,Freehold,Unfurnished,2,NA,North,NA,New Property,Apartment,Thane,2,30,F,Sq-ft,Y,2 BHK Flat,0,NA,3,NA,NA,NA
8028,Under Construction,Jun '23,15,N,Samrin Group,1,8100000,81 Lac,Vitrified,444,Samrin Heritage,11005,444,Thane West,"Near TMC , Thane Station,Metro Station",Sq-ft,Freehold,Unfurnished,2,"1 Covered, 1 Open",East,"Garden/Park, Main Road",New Property,Apartment,Thane,1,30,F,Sq-ft,Y,1 BHK Flat,0,NA,1,NA,NA,NA
8027,Under Construction,Jun '25,16,N,NA,110,7350000,73.5 Lac,"Marble,Vitrified,Wooden",1200,NA,11307,720,Manpada,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,"1 Covered, 1 Open",West,"Garden/Park, Pool, Main Road",New Property,Apartment,Thane,2,35,F,Sq-ft,Y,2 BHK Flat,0,NA,2,NA,NA,NA
8026,Ready to Move,NA,Ground,Y,Ashapura Builders and Developers,123,4210381,42.1 Lac,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Vitrified",690,Mokshit Majesta,6102,585,Manpada,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,"1 Covered, 1 Open",East,"Garden/Park, Pool, Main Road",New Property,Apartment,Thane,1,12,F,Sq-ft,Y,1 BHK Flat,0,New Construction,1,NA,NA,NA
8025,Under Construction,Mar '24,19,N,Lodha,24,8000000,80 Lac,"Ceramic Tiles,Marble,Vitrified",1350,Lodha Codename Premier,5925,758,Manpada,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Thane,3,23,F,Sq-ft,Y,3 BHK Flat,0,NA,2,NA,NA,NA
8024,Under Construction,Dec '27,18,N,Kashish Park Realtors,20,16800000,1.68 Cr,"Marbonite,Vitrified",1050,IRIS at Kashish Park,16000,754,Teen Hath Naka,Near Mulund Check Naka,Sq-ft,Freehold,Unfurnished,2,"1 Covered, 1 Open",West,Main Road,New Property,Apartment,Thane,2,52,F,Sq-ft,Y,2 BHK Flat,0,NA,1,NA,NA,NA
8023,Ready to Move,NA,4,N,NA,NA,8500000,85 Lac,NA,950,NA,8947,NA,Bhayandarpada,NA,Sq-ft,NA,Semi-Furnished,2,1 Covered,NA,NA,Resale,Apartment,Thane,2,10,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
8022,Ready to Move,NA,15,N,Lodha,NA,8000000,80 Lac,NA,472,Lodha Amara,16949,432,Kolshet Road,East Facing Property,Sq-ft,NA,Unfurnished,1,"1 Covered, 1 Open",East,NA,Resale,Apartment,Thane,1,30,F,Sq-ft,N,1 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
8021,Under Construction,Oct '23,15,N,Lodha,NA,6500000,65 Lac,NA,317,Lodha Crown,20505,NA,Majiwada,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,1,24,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
8020,Ready to Move,NA,6,N,Shree Tirupati Group,NA,11800000,1.18 Cr,NA,735,Signature Residency,16054,NA,Patlipada,NA,Sq-ft,NA,Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,22,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
8019,Ready to Move,NA,13,N,Narang Realty and The Wadhwa Group,NA,23500000,2.35 Cr,NA,798,Courtyard Thane,29449,NA,Pokharan Road Number 2,NA,Sq-ft,NA,Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,29,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
8018,Ready to Move,NA,1,N,RNA NG Builders,NA,6000000,60 Lac,NA,400,NG Regency,15000,NA,Balkum village,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,8,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
8017,Ready to Move,NA,2,N,Lodha,NA,8800000,88 Lac,NA,520,Lodha Amara,16923,NA,Kolshet Road,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,31,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
8016,Ready to Move,NA,3,N,NA,NA,5200000,52 Lac,NA,440,Nisarg Upvan,11818,NA,Patlipada,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,1,8,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
8015,Ready to Move,NA,14,N,Lodha,NA,14000000,1.40 Cr,NA,1350,Lodha Splendora,10370,950,Bhayandarpada,NA,Sq-ft,NA,Semi-Furnished,3,NA,NA,NA,Resale,Apartment,Thane,3,27,F,Sq-ft,Y,3 BHK Flat,0,5 to 10 years,1,NA,NA,NA
8014,Ready to Move,NA,Upper Basement,N,NA,NA,1500000,15 Lac,NA,300,NA,5000,NA,Thane West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Residential House,Thane,1,1,F,NA,Y,NA,0,NA,NA,NA,NA,NA
8013,Ready to Move,NA,Ground,N,NA,NA,4400000,44 Lac,NA,400,Brahmand CHS,11000,300,Brahmand,NA,Sq-ft,Co-operative Society,Unfurnished,1,NA,South -West,Garden/Park,Resale,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,15 to 20 years,1,NA,NA,NA
8012,Ready to Move,NA,15,N,Ashwin Sheth Group,NA,19800000,1.98 Cr,NA,1160,Sheth Vasant Lawns,17069,950,Majiwada,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,27,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,2,NA,NA,NA
8011,Ready to Move,NA,4,N,BHOOMI GROUP,NA,14000000,1.40 Cr,NA,1090,Bhoomi Acres Phase 2,12844,NA,Waghbil,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,19,F,NA,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
8010,Ready to Move,NA,7,N,Cosmos Group,NA,11500000,1.15 Cr,NA,1100,Cosmos Lounge,10455,NA,Manpada,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,20,F,NA,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
8009,Ready to Move,NA,Lower Basement,N,TATA Housing Development Company Ltd.,NA,10500000,1.05 Cr,NA,NA,Tata Serein,NA,476,Pokharan Road Number 2,NA,NA,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,9,F,Sq-ft,Y,2 BHK Flat,0,New Construction,1,NA,NA,NA
8008,Ready to Move,NA,12,N,Cosmos Group,NA,9700000,97 Lac,NA,NA,Cosmos Classique,NA,610,Patlipada,Newly Constructed Property,NA,NA,Unfurnished,2,NA,NA,NA,New Property,Apartment,Thane,2,15,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,2,NA,NA,NA
8007,Ready to Move,NA,15,N,SHRI TIRUPATI REALTY,NA,8600000,86 Lac,NA,705,Jasmine,12199,NA,Kolshet Road,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,20,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
8006,Ready to Move,NA,10,N,NA,NA,9000000,90 Lac,NA,650,Madhav Palacia,13846,530,Hiranandani Estate,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,16,F,Sq-ft,N,2 BHK Flat,0,New Construction,3,NA,NA,NA
8005,Ready to Move,NA,25,N,Godrej Properties,NA,10500000,1.05 Cr,NA,450,Godrej Emerald,23333,NA,Bhayandarpada,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,29,F,NA,N,2 BHK Flat,0,New Construction,NA,NA,NA,NA
8004,Ready to Move,NA,2,N,NA,NA,3500000,35 Lac,NA,600, Omkar Apartment,5833,NA,Thane West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,7,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
8003,Ready to Move,Dec '22,10,N,Godrej Properties,0,9900000,99 Lac,Ceramic Tiles,NA,Godrej Emerald,NA,49,Bhayandarpada,"Opposite Lodha Splendora, Upcoming Bhyandarpara Metro station",NA,Co-operative Society,Unfurnished,2,1 Covered,North - East,Main Road,Resale,Apartment,Thane,2,29,F,Sq-m,N,2 BHK Flat,0,NA,NA,NA,NA,NA
8002,Ready to Move,NA,4,N,NA,NA,5100000,51 Lac,NA,390,Sai Dham Majiwada,13077,NA,Majiwada,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,7,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
8001,Ready to Move,NA,1,N,NA,NA,10000000,1 Cr,NA,800,Happy Valley ,12500,800,Manpada,NA,Sq-ft,NA,Unfurnished,2,1 Covered,North,NA,Resale,Apartment,Thane,2,7,F,Sq-ft,N,2 BHK Flat,0,NA,NA,NA,NA,NA
8000,Ready to Move,NA,2,N,S.R. Constructions,NA,2200000,22 Lac,NA,585,Sanjivani Complex,3761,NA,Thane West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Bhiwandi,1,4,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
7999,Ready to Move,NA,2,N,Laxmi Developers,1,5570000,55.7 Lac,Ceramic Tiles,780,Giri Kunj,7141,585,Bhayandarpada,NA,Sq-ft,Freehold,Furnished,2,1 Covered,North,Garden/Park,Resale,Apartment,Thane,1,7,F,NA,N,1 BHK Flat,0,Less than 5 years,1,NA,NA,NA
7998,Ready to Move,NA,7,N,Godrej Properties,NA,9500000,95 Lac,NA,800,Godrej Emerald,11875,NA,Bhayandarpada,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,30,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
7997,Ready to Move,NA,1,N,The Runwal Group,NA,13000000,1.30 Cr,NA,1200,Runwal Garden City,10833,NA,Balkum Naka,NA,Sq-ft,NA,Semi-Furnished,3,NA,NA,NA,Resale,Apartment,Thane,3,19,F,NA,N,3 BHK Flat,0,NA,NA,NA,NA,NA
7996,Ready to Move,NA,12,N,The Runwal Group,NA,13000000,1.30 Cr,NA,1300,Runwal Garden City,10000,NA,Balkum Naka,NA,Sq-ft,NA,Unfurnished,3,NA,NA,NA,Resale,Residential House,Thane,3,20,F,NA,N,NA,0,NA,NA,NA,NA,NA
7995,Ready to Move,NA,17,N,Cosmos Group,NA,14000000,1.40 Cr,NA,1200,Cosmos Lounge,11667,873,Manpada,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,20,F,Sq-ft,N,2 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
7994,Ready to Move,NA,13,N,Ram Developers,NA,5600000,56 Lac,NA,400,Pushpanjali Residency Phase III,14000,NA,Owale,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,1,18,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
7993,Ready to Move,NA,3,N,Shakti Builders and Developers,NA,9500000,95 Lac,NA,NA,Saket Complex,NA,840,Thane West,NA,NA,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,7,F,Sq-ft,N,2 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
7992,Ready to Move,NA,12,N,Raheja Group,NA,38000000,3.80 Cr,NA,NA,Raheja Gardens,NA,1690,Thane West,NA,NA,NA,Furnished,3,NA,NA,NA,Resale,Apartment,Thane,3,17,F,Sq-ft,N,3 BHK Flat,0,5 to 10 years,1,NA,NA,NA
7991,Ready to Move,NA,14,N,Lodha,NA,7500000,75 Lac,NA,519,Lodha Amara,14451,NA,Kolshet Road,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,29,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
7990,Ready to Move,NA,10,N,Lodha,NA,16500000,1.65 Cr,NA,NA,Lodha Splendora,NA,1110,Bhayandarpada,NA,NA,NA,Unfurnished,3,NA,NA,NA,Resale,Apartment,Thane,3,27,F,Sq-ft,N,3 BHK Flat,0,5 to 10 years,2,NA,NA,NA
7989,Ready to Move,NA,3,N,NA,NA,7500000,75 Lac,Vitrified,528,Aban Park,14205,395,Dhokali,NA,Sq-ft,Co-operative Society,Semi-Furnished,1,NA,North - East,Garden/Park,Resale,Apartment,Thane,1,4,F,Sq-ft,N,1 BHK Flat,0,Above 20 years,NA,NA,NA,NA
7988,NA,NA,2,N,NA,NA,9500000,95 Lac,NA,800,NA,11875,NA,Waghbil,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,19,F,NA,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
7987,Ready to Move,NA,7,N,Gala Developers,NA,6800000,68 Lac,NA,520,Pride Park,13077,480,Manpada,Newly Constructed Property,Sq-ft,Freehold,Semi-Furnished,1,NA,North - East,Garden/Park,New Property,Apartment,Thane,1,14,F,Sq-ft,Y,1 BHK Flat,0,New Construction,NA,NA,NA,NA
7986,Ready to Move,NA,1,N,Godrej Properties,NA,9000000,90 Lac,NA,NA,Godrej Emerald,NA,525,Bhayandarpada,NA,NA,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,20,F,Sq-ft,Y,2 BHK Flat,0,New Construction,NA,NA,NA,NA
7985,Ready to Move,NA,6,N,Lodha,NA,15500000,1.55 Cr,NA,1150,Lodha Luxuria,13478,800,Majiwada,NA,Sq-ft,NA,Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,27,F,NA,Y,2 BHK Flat,0,5 to 10 years,1,NA,NA,NA
7984,Ready to Move,NA,7,N,Conwood Realty,NA,7000000,70 Lac,NA,508,Vasant Vihar,13780,508,Thane West,Newly Constructed Property,Sq-ft,Co-operative Society,Semi-Furnished,1,NA,North,Main Road,New Property,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
7983,Ready to Move,NA,3,N,Vijay Group,NA,7200000,72 Lac,NA,600,Oswal Park,12000,NA,Majiwada,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,5,F,NA,Y,1 BHK Flat,0,Above 20 years,1,NA,NA,NA
7982,Ready to Move,NA,Ground,N,NA,NA,4000000,40 Lac,Normal Tiles/Kotah Stone,350,NA,11428,350,Koliwada,NA,Sq-ft,Freehold,Unfurnished,1,NA,North,Main Road,Resale,Apartment,Thane,1,2,F,Sq-ft,Y,1 BHK Flat,0,Above 20 years,1,NA,NA,NA
7981,Ready to Move,NA,9,N,Lodha,NA,9100000,91 Lac,NA,594,Lodha Casa Ultima,15320,NA,Majiwada,NA,Sq-ft,NA,Furnished,1,1 Covered,NA,NA,Resale,Apartment,Thane,1,27,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
7980,Under Construction,Dec '25,NA,Y,Risland India,NA,7951790,79.5 Lac,Vitrified,NA,The Icon by Risland,NA,449,Dhokali,NA,NA,NA,Unfurnished,2,1 Covered,NA,NA,New Property,Apartment,Thane,1,NA,F,Sq-ft,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
7979,Under Construction,NA,19,N,Piramal Realty,NA,6090000,60.9 Lac,NA,318,Piramal Vaikunth,19151,NA,Balkum village,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,42,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
7978,Ready to Move,NA,22,N,Piramal Realty,NA,41000000,4.10 Cr,NA,2010,Piramal Vaikunth,20398,NA,Balkum village,East Facing Property,Sq-ft,NA,Unfurnished,4,2 Covered,East,Garden/Park,Resale,Apartment,Thane,4,28,F,NA,N,4 BHK Flat,0,NA,NA,NA,NA,NA
7977,Ready to Move,Jan '22,19,N,SHRI TIRUPATI REALTY,0,18500000,1.85 Cr,NA,802,Atlantis,23067,760,Panch Pakhdi,NA,Sq-ft,NA,Furnished,2,NA,NA,Main Road,Resale,Apartment,Thane,2,22,F,Sq-ft,N,2 BHK Flat,0,New Construction,3,NA,NA,NA
7976,Ready to Move,NA,2,N,NA,NA,8000000,80 Lac,NA,900,NA,8889,530,Kolbad,East Facing Property,Sq-ft,Freehold,Semi-Furnished,1,NA,East,NA,Resale,Apartment,Thane,1,4,F,Sq-ft,N,1 BHK Flat,0,15 to 20 years,1,NA,NA,NA
7975,Ready to Move,NA,17,N,Shree Sai Baba Grihanirmiti Pvt. Ltd.,NA,9500000,95 Lac,NA,550,Neelambari,17273,NA,Vartak Nagar,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,1,25,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
7974,Ready to Move,NA,6,N,Gaurang Associates,NA,22500000,2.25 Cr,NA,1400,West View,16071,NA,Naupada,NA,Sq-ft,NA,Furnished,2,NA,NA,NA,Resale,Apartment,Mumbai,3,8,F,NA,N,3 BHK Flat,0,NA,NA,NA,NA,NA
7973,Ready to Move,NA,Ground,N,NA,1,5500000,55 Lac,Normal Tiles/Kotah Stone,460,NA,11957,NA,Majiwada,NA,Sq-ft,Co-operative Society,Unfurnished,1,3 Open,West,NA,Resale,Apartment,Thane,1,3,F,NA,N,1 BHK Flat,0,Above 20 years,NA,NA,NA,NA
7972,Ready to Move,NA,13,N,DOSTI REALTY,NA,12500000,1.25 Cr,NA,NA,Dosti Oak,NA,639,Balkum village,NA,NA,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,30,F,Sq-ft,N,2 BHK Flat,0,New Construction,1,NA,NA,NA
7971,Ready to Move,NA,13,N,DOSTI REALTY,NA,12500000,1.25 Cr,NA,NA,Dosti Oak,NA,639,Balkum village,NA,NA,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,30,F,Sq-ft,N,2 BHK Flat,0,New Construction,1,NA,NA,NA
7970,Ready to Move,NA,3,N,TATA Housing Development Company Ltd.,NA,11200000,1.12 Cr,NA,476,Tata Serein,23529,NA,Pokharan Road Number 2,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,1,30,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
7969,Ready to Move,NA,1,N,Raunak Group,NA,12500000,1.25 Cr,NA,755,Laxmi Narayan Residency,16556,NA,Thane West,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,18,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
7968,Ready to Move,NA,6,N,Lodha,NA,12000000,1.20 Cr,NA,652,Lodha Paradise,18405,NA,Majiwada,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,7,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
7967,Ready to Move,NA,1,N,NA,1,7300000,73 Lac,NA,NA,NA,NA,650,Savarkar Nagar,NA,NA,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,7,F,Sq-ft,N,2 BHK Flat,0,NA,NA,NA,NA,NA
7966,Ready to Move,NA,2,N,S.R. Constructions,NA,5000000,50 Lac,NA,800,Sanjivani Complex,6250,NA,Thane West,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,12,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
7965,Ready to Move,NA,5,N,Runwal Developers,1,9500000,95 Lac,Vitrified,770,Runwal Garden City,12337,NA,Thane West,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,2,1 Covered,East,Main Road,Resale,Apartment,Thane,2,15,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
7964,Ready to Move,NA,15,N,Dosti Realty,NA,11500000,1.15 Cr,NA,1000,Dosti West County,11500,639,Balkum village,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,27,F,Sq-ft,N,2 BHK Flat,0,New Construction,1,NA,NA,NA
7963,Ready to Move,NA,1,N,Vardhman Group,NA,11000000,1.10 Cr,NA,1200,Vardhman Gardens,9167,NA,Thane West,NA,Sq-ft,NA,Semi-Furnished,3,1 Open,NA,NA,Resale,Apartment,Thane,3,12,F,NA,N,3 BHK Flat,0,NA,NA,NA,NA,NA
7962,Ready to Move,NA,15,N,The Wadhwa Group,NA,17500000,1.75 Cr,NA,990,Wadhwa Solitaire,17677,NA,Kolshet Road,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,25,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
7961,Ready to Move,NA,8,N,Piramal Realty,NA,18000000,1.80 Cr,NA,630,Piramal Vaikunth,28571,NA,Balkum village,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,34,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
7960,NA,NA,2,N,Soham Group,NA,5000000,50 Lac,NA,550,Parijat Gardens,9091,NA,Thane West,NA,Sq-ft,NA,Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,7,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
7959,Ready to Move,NA,7,N,Neelkanth Group,NA,7300000,73 Lac,NA,550,Neelkanth Greens,13273,NA,Manpada,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,7,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
7958,Ready to Move,NA,4,N,NA,NA,9200000,92 Lac,NA,770,NA,11948,770,Vrindavan Society,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,Garden/Park,Resale,Apartment,Thane,2,4,F,Sq-ft,Y,2 BHK Flat,0,15 to 20 years,2,NA,NA,NA
7957,Ready to Move,NA,3,N,NA,NA,9800000,98 Lac,Ceramic Tiles,730,NA,13425,NA,Panch Pakhdi,NA,Sq-ft,Co-operative Society,Semi-Furnished,1,NA,North - East,NA,Resale,Apartment,Thane,2,7,F,NA,Y,2 BHK Flat,0,Above 20 years,NA,NA,NA,NA
7956,Ready to Move,NA,27,N,Puranik Builders ltd.,NA,9950000,99.5 Lac,NA,625,Puraniks Grand Central,15920,NA,Vartak Nagar,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,29,F,NA,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
7955,Ready to Move,NA,7,N,Rutu Group,NA,5100000,51 Lac,NA,460,Rutu Enclave,11087,420,Anand Nagar Thane West,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,5 to 10 years,1,NA,NA,NA
7954,Ready to Move,NA,2,N,PRESCON,NA,6500000,65 Lac,NA,528,Prestige Residency,12311,NA,Thane West,NA,Sq-ft,NA,Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,7,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
7953,Ready to Move,Dec '22,NA,Y,Piramal Realty,NA,20200000,2.02 Cr,NA,NA,Piramal Vaikunth,NA,1006,Balkum village,NA,NA,NA,Unfurnished,2,1 Covered,NA,NA,New Property,Apartment,Thane,2,NA,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
7952,Ready to Move,Mar '22,NA,Y,Piramal Realty,NA,20000000,2 Cr,NA,NA,Piramal Vaikunth,NA,1006,Balkum village,NA,NA,NA,Unfurnished,2,1 Covered,NA,NA,New Property,Apartment,Thane,2,NA,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
7951,Ready to Move,NA,11,N,BHOOMI GROUP,NA,6000000,60 Lac,NA,520,Bhoomi Acres Phase 2,11538,300,Waghbil,NA,Sq-ft,NA,Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,27,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,1,NA,NA,NA
7950,Ready to Move,NA,16,N,Raheja Group,NA,42500000,4.25 Cr,NA,NA,Raheja Gardens,NA,1500,Teen Hath Naka,NA,NA,NA,Furnished,3,NA,NA,NA,Resale,Apartment,Thane,3,17,F,Sq-ft,Y,3 BHK Flat,0,10 to 15 years,1,NA,NA,NA
7949,Ready to Move,NA,7,N, SHREE SAIBABA CONSTRUCTION COMPANY,NA,7200000,72 Lac,NA,635,Ashok Nagar,11339,NA,Balkum village,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,1,8,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
7948,Ready to Move,NA,3,N,R W Sawant Company,NA,10500000,1.05 Cr,NA,1033,Devashree Park,10165,NA,Thane West,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,14,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
