ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Units Available,Price,Price (English),Flooring Type,Covered Area,Project Name,sqft Price ,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Type of Property,City,bedroom,floors,Luxury Flat,Carpet Area Unit,isPrimeLocationProperty,Property,isLuxuryServiceProvided,Property Lifespan,balconies,NRI Pref,Land Area / Covered Area,Land Area Unit
8972,Ready to Move,NA,5,N,Ashar Group,NA,17000000,1.70 Cr,NA,720,Ashar Edge,23611,653,Pokharan Road Number 2,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool",Resale,Apartment,Thane,2,33,F,Sq-ft,Y,2 BHK Flat,0,New Construction,3,NA,NA,NA
8971,Ready to Move,NA,5,N,Kavya Buildcon Pvt. Ltd.,1,4700000,47 Lac,NA,485,Kavya Hill View,9691,NA,Anand Nagar Thane West,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,7,F,NA,Y,1 BHK Flat,0,5 to 10 years,1,NA,NA,NA
8970,Under Construction,May '23,7,N,Dosti Realty,1,9700000,97 Lac,"Ceramic Tiles,Marble",920,Dosti West County,10543,752,Balkum village,East Facing Property,Sq-ft,Freehold,Unfurnished,2,2 Covered,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,2,30,F,Sq-ft,Y,2 BHK Flat,0,NA,2,NA,NA,NA
8969,Ready to Move,NA,17,N,Lodha,NA,9200000,92 Lac,NA,632,Lodha Casa Viva,14557,454,Majiwada,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,North,"Garden/Park, Main Road",Resale,Apartment,Thane,1,31,F,Sq-ft,Y,1 BHK Flat,0,New Construction,NA,NA,NA,NA
8968,Ready to Move,NA,3,N,Rustomjee,NA,9900000,99 Lac,NA,746,Rustomjee Urbania,13271,NA,Majiwada,Newly Constructed Property,Sq-ft,Freehold,Unfurnished,2,NA,NA,NA,New Property,Apartment,Thane,2,32,F,NA,Y,2 BHK Flat,0,Less than 5 years,1,NA,NA,NA
8967,Ready to Move,NA,9,N,Rutu Group,NA,12500000,1.25 Cr,Vitrified,990,Rutu Tower,12626,NA,Patlipada,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,Main Road,Resale,Apartment,Thane,2,17,F,NA,N,2 BHK Flat,0,5 to 10 years,2,NA,NA,NA
8966,Ready to Move,NA,11,N,Runwal Developers,1,17000000,1.70 Cr,"Vitrified,Wooden",1200,Runwal Garden City,14167,875,Thane West,NA,Sq-ft,Co-operative Society,Furnished,3,1 Covered,NA,Garden/Park,Resale,Apartment,Thane,3,20,F,Sq-ft,N,3 BHK Flat,0,5 to 10 years,1,NA,NA,NA
8965,Ready to Move,NA,5,N,Runwal Developers,NA,7700000,77 Lac,NA,650,Runwal Estate,11846,NA,Manpada,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,7,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
8964,Ready to Move,NA,20,N,Dosti Realty,NA,20000000,2 Cr,NA,1000,Dosti West County,20000,967,Balkum village,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,3,NA,East,NA,Resale,Apartment,Thane,3,50,F,Sq-ft,N,3 BHK Flat,0,New Construction,1,NA,NA,NA
8963,Ready to Move,NA,7,N,Raunak Group,NA,19000000,1.90 Cr,Vitrified,1050,Laxmi Narayan Residency,18095,774,Thane West,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,East,Main Road,Resale,Apartment,Thane,2,22,F,Sq-ft,N,2 BHK Flat,0,5 to 10 years,1,NA,NA,NA
8962,Ready to Move,NA,18,N,Rosa Group,NA,13500000,1.35 Cr,NA,985,Rosa Oasis,13706,743,Hiranandani Estate,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,NA,East,Garden/Park,Resale,Apartment,Thane,2,21,F,Sq-ft,N,2 BHK Flat,0,Less than 5 years,3,NA,NA,NA
8961,Ready to Move,NA,5,N,Runwal Developers,NA,9000000,90 Lac,NA,770,Runwal Estate,11688,NA,Manpada,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,12,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
8960,Ready to Move,NA,1,N,Siddhi Group,NA,10000000,1 Cr,NA,695,Highland Haven,14388,642,Balkum village,NA,Sq-ft,NA,Unfurnished,2,1 Covered,North - West,NA,Resale,Apartment,Thane,2,19,F,Sq-ft,N,2 BHK Flat,0,NA,3,NA,NA,NA
8959,Ready to Move,NA,3,N,Sagar Builders,NA,5800000,58 Lac,NA,580,Sagar Residency,10000,NA,Waghbil,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,1,7,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
8958,Ready to Move,NA,4,N,Sheth Creators Pvt. Ltd.,NA,6200000,62 Lac,NA,570,Vasant Leela Apartment,10877,NA,Waghbil,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,7,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
8957,Under Construction,Aug '24,12,N,Kalpataru Ltd.,NA,9800000,98 Lac,NA,530,Kalpataru Paramount,18491,NA,Kapurbawdi,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,2,33,F,NA,N,2 BHK Flat,0,NA,1,NA,NA,NA
8956,Ready to Move,NA,5,N,Vihang Group,NA,5000000,50 Lac,NA,440,Vihang Hills,11364,NA,Waghbil,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,1,8,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
8955,Ready to Move,NA,1,N,NA,NA,2700000,27 Lac,NA,325,NA,8308,196,Kolshet Road,East Facing Property,Sq-ft,NA,Unfurnished,1,NA,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,1,30,F,Sq-ft,N,1 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
8954,Ready to Move,NA,7,N,Siddhi Group,NA,12800000,1.28 Cr,"Ceramic Tiles,Granite,Marble,Vitrified",980,Highland Park,13061,NA,Kolshet Road,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,2,1 Covered,East,Garden/Park,Resale,Apartment,Thane,2,18,F,NA,N,2 BHK Flat,0,Less than 5 years,1,NA,NA,NA
8953,Under Construction,Jul '24,11,N,Lodha,NA,14000000,1.40 Cr,NA,672,Lodha Amara,20833,NA,Kolshet Road,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,31,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
8952,Ready to Move,NA,12,N,PRESCON,1,12000000,1.20 Cr,Vitrified,1190,Prestige Residency,10084,715,Waghbil,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,25,F,Sq-ft,N,2 BHK Flat,0,5 to 10 years,2,NA,NA,NA
8951,Ready to Move,NA,4,N,Fenkin Realty,1,12500000,1.25 Cr,NA,1185,Fenkin Belleza,10549,NA,Anand Nagar Thane West,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,West,Main Road,Resale,Apartment,Thane,2,17,F,NA,N,2 BHK Flat,0,Less than 5 years,3,NA,NA,NA
8950,Ready to Move,NA,4,N,Jaiveer Group,NA,9500000,95 Lac,NA,925,Sukur Residency,10270,673,Anand Nagar Thane West,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,North - East,"Garden/Park, Main Road",Resale,Apartment,Thane,2,7,F,Sq-ft,N,2 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
8949,Ready to Move,NA,3,N,Rustomjee,1,11900000,1.19 Cr,Ceramic Tiles,1004,Acura,11852,650,Majiwada,East Facing Property,Sq-ft,Freehold,Unfurnished,2,138 Covered,East,Main Road,Resale,Apartment,Thane,2,20,F,Sq-ft,N,2 BHK Flat,0,Less than 5 years,2,NA,NA,NA
8948,Under Construction,Jun '23,12,N,Siddhi Group,NA,7500000,75 Lac,NA,650,Highland Haven,11538,490,Balkum village,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,1,30,F,Sq-ft,N,1 BHK Flat,0,NA,3,NA,NA,NA
8947,Ready to Move,NA,10,N,Gala Developers,NA,8500000,85 Lac,Mosaic,665,Pride Park,12782,NA,Manpada,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,1,14,F,NA,Y,1 BHK Flat,0,5 to 10 years,1,NA,NA,NA
8946,Ready to Move,NA,19,N,Siddhi Group,1,11000000,1.10 Cr,Wooden,NA,Highland Haven,NA,589,Balkum village,East Facing Property,NA,Co-operative Society,Unfurnished,2,392 Covered,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,2,23,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,3,NA,NA,NA
8945,Under Construction,Nov '23,28,N,Kalpataru Ltd.,NA,15000000,1.50 Cr,NA,1080,Kalpataru Paramount,13889,668,Kapurbawdi,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Thane,2,29,F,Sq-ft,Y,2 BHK Flat,0,NA,1,NA,NA,NA
8944,Ready to Move,NA,1,N,NA,NA,9500000,95 Lac,NA,712,NA,13343,NA,Kolbad,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,NA,Resale,Apartment,Thane,2,7,F,NA,Y,2 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
8943,Under Construction,Jul '24,21,N,Godrej Properties,NA,13000000,1.30 Cr,NA,NA,Godrej Emerald,NA,800,Bhayandarpada,East Facing Property,NA,Freehold,Semi-Furnished,2,NA,East,Garden/Park,Resale,Apartment,Thane,2,27,F,Sq-ft,Y,2 BHK Flat,0,NA,2,NA,NA,NA
8942,Ready to Move,NA,1,N,NA,NA,9599000,96 Lac,"Ceramic Tiles,Vitrified",666,NA,14413,NA,Vartak Nagar,NA,Sq-ft,Freehold,Furnished,2,NA,West,Main Road,Resale,Apartment,Thane,2,22,F,NA,Y,2 BHK Flat,0,Less than 5 years,4,NA,NA,NA
8941,Ready to Move,NA,8,N,Siddhi Group,NA,7500000,75 Lac,NA,604,Highland Park,12417,NA,Kolshet Road,NA,Sq-ft,NA,Unfurnished,2,1 Covered,NA,NA,Resale,Apartment,Thane,1,15,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
8940,Ready to Move,NA,27,N,Lodha,NA,17500000,1.75 Cr,NA,1042,Lodha Amara,16795,NA,Kolshet Road,NA,Sq-ft,NA,Unfurnished,3,NA,NA,NA,Resale,Apartment,Thane,3,29,F,NA,Y,3 BHK Flat,0,NA,NA,NA,NA,NA
8939,Ready to Move,NA,26,N,Lodha,NA,11000000,1.10 Cr,NA,800,Lodha Casa Ultima,13750,NA,Majiwada,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,NA,Pool,Resale,Apartment,Thane,2,27,F,NA,Y,2 BHK Flat,0,Less than 5 years,2,NA,NA,NA
8938,Ready to Move,NA,7,N,Lodha,NA,12800000,1.28 Cr,NA,857,Lodha Luxuria,14936,787,Majiwada,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,NA,East,"Main Road, Garden/Park, Pool",New Property,Apartment,Thane,2,29,F,Sq-ft,Y,2 BHK Flat,0,New Construction,NA,NA,NA,NA
8937,Ready to Move,NA,5,N,Unique Shanti Developers Pvt. Ltd.,0,6800000,68 Lac,NA,585,Hill Crest,11624,NA,Manpada,East Facing Property,Sq-ft,Co-operative Society,Furnished,2,2 Open,East,Main Road,Resale,Apartment,Thane,1,7,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
8936,Ready to Move,NA,16,N,NA,NA,12500000,1.25 Cr,Vitrified,1025,NA,12195,810,Dhokali,East Facing Property,Sq-ft,Leasehold,Furnished,2,NA,East,NA,Resale,Apartment,Thane,2,16,F,Sq-ft,N,2 BHK Flat,0,Less than 5 years,3,NA,NA,NA
8935,Ready to Move,NA,6,N,NA,0,7700000,77 Lac,Vitrified,NA,NA,12222,630,Owale,NA,NA,Freehold,Unfurnished,2,NA,West,Main Road,Resale,Apartment,Thane,2,7,F,Sq-ft,N,2 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
8934,Ready to Move,NA,1,N,Lodha,NA,9500000,95 Lac,NA,475,Lodha Crown,20000,435,Majiwada,Newly Constructed Property,Sq-ft,Co-operative Society,Unfurnished,2,NA,NA,NA,New Property,Apartment,Thane,2,21,F,Sq-ft,N,2 BHK Flat,0,New Construction,NA,NA,NA,NA
8933,Ready to Move,NA,3,N,Jaiveer Group,NA,6500000,65 Lac,NA,NA,Sukur Residency,NA,490,Anand Nagar Thane West,NA,NA,Freehold,Semi-Furnished,1,NA,West,Garden/Park,Resale,Apartment,Thane,1,7,F,Sq-ft,N,1 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
8932,Ready to Move,NA,3,N,Kalpataru Ltd.,NA,10000000,1 Cr,"Ceramic Tiles,Granite",650,Sunrise by Kalpataru,15385,540,Kolshet Road,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,East,Pool,Resale,Apartment,Thane,2,26,F,Sq-ft,N,2 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
8931,Ready to Move,NA,2,N,Lodha,1,5400000,54 Lac,Vitrified,338,Lodha Crown,15976,309,Balkum Naka,NA,Sq-ft,Freehold,Unfurnished,1,1 Open,South,Garden/Park,Resale,Apartment,Thane,1,14,F,Sq-ft,N,1 BHK Flat,0,New Construction,NA,NA,NA,NA
8930,Ready to Move,NA,6,N,Siddhi Group,NA,7600000,76 Lac,NA,700,Highland Haven,10857,497,Balkum village,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,2,NA,East,"Pool, Garden/Park, Main Road",Resale,Apartment,Thane,1,30,F,Sq-ft,N,1 BHK Flat,0,New Construction,3,NA,NA,NA
8929,Under Construction,Nov '23,3,N,Runwal Developers,1,9500000,95 Lac,"Ceramic Tiles,Granite,Marble",620,Runwal Eirene,15323,424,Balkum village,East Facing Property,Sq-ft,NA,Semi-Furnished,2,"1 Covered, 1 Open",East,Pool,Resale,Apartment,Thane,1,35,F,Sq-ft,N,1 BHK Flat,0,NA,1,NA,NA,NA
8928,Ready to Move,NA,2,N,Rutu Group,1,7900000,79 Lac,Marble,600,Rutu Enclave,13167,500,Anand Nagar Thane West,NA,Sq-ft,Freehold,Semi-Furnished,2,3 Open,North - East,"Garden/Park, Main Road",Resale,Apartment,Thane,2,4,F,Sq-ft,N,2 BHK Flat,0,Above 20 years,2,NA,NA,NA
8927,Ready to Move,NA,4,N,NA,NA,12500000,1.25 Cr,NA,1000,NA,12500,770,Naupada,NA,Sq-ft,Co-operative Society,Furnished,2,NA,NA,Main Road,Resale,Builder Floor Apartment,Thane,2,4,F,Sq-ft,N,2 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
8926,Ready to Move,NA,1,N,Cosmos Group,NA,15000000,1.50 Cr,NA,950,Cosmos Horizon,15789,750,Pokharan Road Number 2,NA,Sq-ft,Leasehold,Furnished,2,NA,North - East,"Pool, Garden/Park",Resale,Apartment,Thane,2,27,F,Sq-ft,N,2 BHK Flat,0,5 to 10 years,2,NA,NA,NA
8925,Ready to Move,NA,13,N,Madhav Shreeji Group,NA,9000000,90 Lac,NA,774,Palacia,11628,NA,Waghbil,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,2,NA,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,2,17,F,NA,N,2 BHK Flat,0,5 to 10 years,1,NA,NA,NA
8924,Ready to Move,NA,15,N,Lodha,NA,9600000,96 Lac,NA,551,Lodha Amara,17423,NA,Kolshet Road,NA,Sq-ft,NA,Unfurnished,1,1 Covered,NA,NA,Resale,Apartment,Thane,1,31,F,NA,N,1 BHK Flat,0,NA,1,NA,NA,NA
8923,Ready to Move,NA,7,N,Mukta Developers,1,6000000,60 Lac,Ceramic Tiles,850,Mukta Residency,7059,605,Thane West,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,2,1 Open,East,"Garden/Park, Main Road",Resale,Apartment,Thane,2,7,F,Sq-ft,N,2 BHK Flat,0,Less than 5 years,4,NA,NA,NA
8922,Ready to Move,NA,17,N,Lodha,NA,11000000,1.10 Cr,NA,NA,Lodha Amara,NA,659,Kolshet Road,NA,NA,NA,Unfurnished,2,NA,NA,Garden/Park,Resale,Apartment,Thane,2,30,F,Sq-ft,N,2 BHK Flat,0,Less than 5 years,1,NA,NA,NA
8921,Ready to Move,NA,6,N,NA,NA,6800000,68 Lac,NA,600,Happy Valley ,11333,446,Manpada,NA,Sq-ft,Freehold,Furnished,1,NA,South,"Pool, Garden/Park, Main Road",Resale,Apartment,Thane,1,7,F,Sq-ft,N,1 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
8920,Ready to Move,NA,4,N,Runwal Developers,1,16500000,1.65 Cr,Vitrified,1345,Runwal Pearl,12267,935,Dhokali,East Facing Property,Sq-ft,Freehold,Semi-Furnished,3,1 Covered,East,Garden/Park,Resale,Apartment,Thane,3,20,F,Sq-ft,N,3 BHK Flat,0,5 to 10 years,3,NA,NA,NA
8919,Ready to Move,NA,13,N,Madhav Shreeji Group,NA,10000000,1 Cr,NA,905,Palacia,11050,NA,Waghbil,NA,Sq-ft,NA,Unfurnished,2,1 Covered,NA,NA,Resale,Apartment,Thane,2,16,F,NA,N,2 BHK Flat,0,Less than 5 years,2,NA,NA,NA
8918,Ready to Move,Sep '22,30,N,Hiranandani Group,NA,7800000,78 Lac,NA,526,Hiranandani Solitaire,14829,336,Hiranandani Estate,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,1,NA,East,"Pool, Garden/Park, Main Road",Resale,Apartment,Thane,1,36,F,Sq-ft,N,1 BHK Flat,0,NA,2,NA,NA,NA
8917,Ready to Move,NA,4,N,Cosmos Group,1,8300000,83 Lac,Ceramic Tiles,775,Cosmos Park,10710,NA,Waghbil,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,NA,Garden/Park,Resale,Apartment,Thane,2,8,F,NA,Y,2 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
8916,Ready to Move,NA,19,N,Lodha,NA,6300000,63 Lac,NA,366,Lodha Amara,17213,NA,Kolshet Road,NA,Sq-ft,Co-operative Society,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,28,F,NA,Y,1 BHK Flat,0,Less than 5 years,1,NA,NA,NA
8915,Ready to Move,NA,6,N,Vijay Group,1,6000000,60 Lac,Ceramic Tiles,565,Vijay Annex,10619,NA,Waghbil,NA,Sq-ft,Co-operative Society,Unfurnished,1,1 Open,NA,Garden/Park,Resale,Apartment,Thane,1,7,F,NA,Y,1 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
8914,Ready to Move,NA,7,N,Lodha,NA,9500000,95 Lac,NA,454,Lodha Casa Viva,20925,NA,Majiwada,NA,Sq-ft,NA,Semi-Furnished,2,NA,North - West,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,1,29,F,NA,Y,1 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
8913,Ready to Move,NA,19,N,Lodha,1,10500000,1.05 Cr,NA,NA,Lodha Crown,NA,502,Majiwada,East Facing Property,NA,Co-operative Society,Unfurnished,3,1 Covered,East,Garden/Park,Resale,Apartment,Thane,2,24,F,Sq-ft,Y,2 BHK Flat,0,New Construction,NA,NA,NA,NA
8912,Ready to Move,NA,6,N,Lodha,1,7800000,78 Lac,Ceramic Tiles,675,Lodha Amara,11556,472,Kolshet Road,NA,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,NA,NA,Resale,Apartment,Thane,1,31,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
8911,Ready to Move,NA,19,N,Saptashree Reality,NA,8500000,85 Lac,NA,510,Saptashree Heights,16667,470,Dhokali,NA,Sq-ft,Co-operative Society,Furnished,1,NA,North - East,Garden/Park,Resale,Apartment,Thane,1,26,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,2,NA,NA,NA
8910,Ready to Move,NA,5,N,Lodha,NA,5800000,58 Lac,Vitrified,500,Lodha Codename Rare Gem,11600,350,Majiwada,NA,Sq-ft,Freehold,Semi-Furnished,1,NA,North,"Main Road, Garden/Park",Resale,Apartment,Thane,1,14,F,Sq-ft,Y,1 BHK Flat,0,New Construction,NA,NA,NA,NA
8909,Ready to Move,NA,19,N,BHARAT REALTY,NA,9500000,95 Lac,NA,794,Shiv Sai Paradise,11965,NA,Majiwada,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,20,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
8908,Ready to Move,NA,4,N,Vijay Group,1,5100000,51 Lac,Vitrified,600,Vijay Annex,8500,410,Waghbil,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,1,1 Open,East,Garden/Park,Resale,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
8907,Ready to Move,NA,17,N,Runwal Developers,NA,11500000,1.15 Cr,NA,1000,Runwal Garden City,11500,NA,Balkum Naka,NA,Sq-ft,NA,Unfurnished,2,1 Covered,NA,NA,Resale,Apartment,Thane,2,18,F,NA,N,2 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
8906,Ready to Move,NA,27,N,Lodha,1,17000000,1.70 Cr,Vitrified,948,Lodha Amara,17932,NA,Kolshet Road,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,NA,NA,Resale,Apartment,Thane,3,28,F,NA,N,3 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
8905,Ready to Move,NA,Lower Basement,N,Harmony Lifestyles Group,1,19500000,1.95 Cr,"Ceramic Tiles,Granite,Mosaic,Vitrified",1655,Harmony Signature Towers,11782,1140,Owale,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,3,2 Covered,East,Garden/Park,Resale,Residential House,Thane,4,27,F,Sq-ft,N,NA,0,5 to 10 years,4,NA,NA,NA
8904,Ready to Move,NA,20,N,Cosmos Group,1,15000000,1.50 Cr,"Ceramic Tiles,Mosaic,Vitrified",NA,Cosmos Springs Angel,NA,999,Owale,East Facing Property,NA,Co-operative Society,Furnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,3,21,F,Sq-ft,N,3 BHK Flat,0,Less than 5 years,3,NA,NA,NA
8903,Ready to Move,NA,17,N,Rustomjee,2,12900000,1.29 Cr,Marble,998,Rustomjee Urbania,12925,682,Majiwada,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,East,Main Road,Resale,Apartment,Thane,2,36,F,Sq-ft,Y,2 BHK Flat,0,New Construction,1,NA,NA,NA
8902,Ready to Move,NA,17,Y,Narang Realty and The Wadhwa Group,0,65000000,6.50 Cr,Vitrified,4870,Courtyard Thane,35211,3020,Pokharan Road Number 2,East Facing Property,Sq-ft,Freehold,Unfurnished,5,3 Covered,East,Garden/Park,Resale,Apartment,Thane,5,29,F,Sq-ft,Y,5 BHK Flat,0,Less than 5 years,2,NA,NA,NA
8901,Ready to Move,NA,14,N,Regency Group,0,13000000,1.30 Cr,Marble,1150,Regency Towers,11304,750,Anand Nagar Thane West,NA,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,Garden/Park,Resale,Apartment,Thane,2,22,F,Sq-ft,Y,2 BHK Flat,0,5 to 10 years,2,NA,NA,NA
8900,Ready to Move,NA,4,N,JVM Spaces,NA,5400000,54 Lac,Vitrified,700,JVM Shubham,7714,460,Thane West,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,1 Open,North - East,"Pool, Garden/Park, Main Road",Resale,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,New Construction,2,NA,NA,NA
8899,Ready to Move,NA,20,N,Ashwin Sheth Group,0,49000000,4.90 Cr,Vitrified,3200,Sheth Avalon,18846,2000,Thane West,East Facing Property,Sq-ft,Freehold,Unfurnished,4,3 Covered,East,Garden/Park,Resale,Apartment,Thane,4,30,F,Sq-ft,Y,4 BHK Flat,0,Less than 5 years,1,Y,NA,NA
8898,Apr '28,Apr '26,NA,Y,Godrej Properties,NA,14400000,1.44 Cr,NA,NA,Godrej Ascend,NA,918,Kolshet Road,NA,NA,NA,Unfurnished,3,NA,NA,NA,New Property,Apartment,Thane,3,NA,F,Sq-ft,Y,3 BHK Flat,0,NA,NA,NA,NA,NA
8897,Ready to Move,NA,6,N,NA,1,7800000,78 Lac,"Mosaic,Vitrified,Granite",480,NA,16250,360,Panch Pakhdi,NA,Sq-ft,Freehold,Semi-Furnished,1,1 Open,East,"Pool, Garden/Park, Main Road",New Property,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,New Construction,1,Y,NA,NA
8896,Ready to Move,NA,4,N,Siddhi Group,1,14000000,1.40 Cr,NA,NA,Highland Haven,NA,900,Balkum village,NA,NA,Co-operative Society,Semi-Furnished,3,1 Covered,NA,"Garden/Park, Pool",Resale,Apartment,Thane,3,24,F,NA,N,3 BHK Flat,0,Less than 5 years,4,NA,NA,NA
8895,Ready to Move,NA,1,N,Jaiveer Group,NA,14500000,1.45 Cr,NA,1080,Lok Upvan,13426,850,Vasant Vihar,East Facing Property,Sq-ft,Co-operative Society,Furnished,2,NA,East,Garden/Park,Resale,Apartment,Thane,3,7,F,Sq-ft,N,3 BHK Flat,0,Above 20 years,6,NA,NA,NA
8894,Ready to Move,NA,4,N,NA,1,6900000,69 Lac,Ceramic Tiles,650,NA,10615,515,Savarkar Nagar,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,Garden/Park,Resale,Apartment,Thane,1,6,F,Sq-ft,N,1 BHK Flat,0,15 to 20 years,NA,Y,NA,NA
8893,Ready to Move,NA,3,N,NA,1,12000000,1.20 Cr,"Ceramic Tiles,Vitrified",600,NA,20000,480,Naupada,Newly Constructed Property,Sq-ft,NA,Semi-Furnished,2,1 Covered,East,Garden/Park,New Property,Apartment,Thane,1,8,F,Sq-ft,Y,1 BHK Flat,0,New Construction,2,NA,NA,NA
8892,Ready to Move,NA,2,N,Lodha,NA,7200000,72 Lac,NA,759,Lodha Amara,9486,453,Kolshet Road,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,29,F,Sq-ft,N,1 BHK Flat,0,NA,NA,NA,NA,NA
8891,Ready to Move,NA,27,N,Ekdanta Constructions and Developers,NA,12500000,1.25 Cr,NA,1000,Ekdanta New Suraj Tower,12500,699,Pokharan Road Number 1,NA,Sq-ft,Co-operative Society,Unfurnished,2,NA,North - West,"Garden/Park, Main Road",Resale,Apartment,Thane,2,29,F,Sq-ft,N,2 BHK Flat,0,New Construction,4,NA,NA,NA
8890,Ready to Move,NA,1,N,NA,NA,10000000,1 Cr,Ceramic Tiles,960,NA,10417,NA,Owale,NA,Sq-ft,Leasehold,Furnished,2,1 Open,South - East,Garden/Park,Resale,Apartment,Thane,2,16,F,NA,N,2 BHK Flat,0,5 to 10 years,2,NA,NA,NA
